Title,Authors,pdf,supp,arXiv
SketchINR: A First Look into Sketches as Implicit Neural Representations,"Hmrishav Bandyopadhyay, Ayan Kumar Bhunia, Pinaki Nath Chowdhury, Aneeshan Sain, Tao Xiang, Timothy Hospedales, Yi-Zhe Song",https://openaccess.thecvf.com/content/CVPR2024/papers/Bandyopadhyay_SketchINR_A_First_Look_into_Sketches_as_Implicit_Neural_Representations_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Bandyopadhyay_SketchINR_A_First_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2403.09344
Open-Vocabulary Segmentation with Semantic-Assisted Calibration,"Yong Liu, Sule Bai, Guanbin Li, Yitong Wang, Yansong Tang",https://openaccess.thecvf.com/content/CVPR2024/papers/Liu_Open-Vocabulary_Segmentation_with_Semantic-Assisted_Calibration_CVPR_2024_paper.pdf,,https://arxiv.org/abs/2312.04089
MatchU: Matching Unseen Objects for 6D Pose Estimation from RGB-D Images,"Junwen Huang, Hao Yu, Kuan-Ting Yu, Nassir Navab, Slobodan Ilic, Benjamin Busam",https://openaccess.thecvf.com/content/CVPR2024/papers/Huang_MatchU_Matching_Unseen_Objects_for_6D_Pose_Estimation_from_RGB-D_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Huang_MatchU_Matching_Unseen_CVPR_2024_supplemental.pdf,
Towards a Perceptual Evaluation Framework for Lighting Estimation,"Justine Giroux, Mohammad Reza Karimi Dastjerdi, Yannick Hold-Geoffroy, Javier Vazquez-Corral, Jean-François Lalonde",https://openaccess.thecvf.com/content/CVPR2024/papers/Giroux_Towards_a_Perceptual_Evaluation_Framework_for_Lighting_Estimation_CVPR_2024_paper.pdf,,http://arxiv.org/abs/2312.04334
Bridging the Synthetic-to-Authentic Gap: Distortion-Guided Unsupervised Domain Adaptation for Blind Image Quality Assessment,"Aobo Li, Jinjian Wu, Yongxu Liu, Leida Li",https://openaccess.thecvf.com/content/CVPR2024/papers/Li_Bridging_the_Synthetic-to-Authentic_Gap_Distortion-Guided_Unsupervised_Domain_Adaptation_for_Blind_CVPR_2024_paper.pdf,,http://arxiv.org/abs/2405.04167
Coherent Temporal Synthesis for Incremental Action Segmentation,"Guodong Ding, Hans Golong, Angela Yao",https://openaccess.thecvf.com/content/CVPR2024/papers/Ding_Coherent_Temporal_Synthesis_for_Incremental_Action_Segmentation_CVPR_2024_paper.pdf,,http://arxiv.org/abs/2403.06102
HiFi4G: High-Fidelity Human Performance Rendering via Compact Gaussian Splatting,"Yuheng Jiang, Zhehao Shen, Penghao Wang, Zhuo Su, Yu Hong, Yingliang Zhang, Jingyi Yu, Lan Xu",https://openaccess.thecvf.com/content/CVPR2024/papers/Jiang_HiFi4G_High-Fidelity_Human_Performance_Rendering_via_Compact_Gaussian_Splatting_CVPR_2024_paper.pdf,,http://arxiv.org/abs/2312.03461
G-FARS: Gradient-Field-based Auto-Regressive Sampling for 3D Part Grouping,"Junfeng Cheng, Tania Stathaki",https://openaccess.thecvf.com/content/CVPR2024/papers/Cheng_G-FARS_Gradient-Field-based_Auto-Regressive_Sampling_for_3D_Part_Grouping_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Cheng_G-FARS_Gradient-Field-based_Auto-Regressive_CVPR_2024_supplemental.pdf,
Towards High-fidelity Artistic Image Vectorization via Texture-Encapsulated Shape Parameterization,"Ye Chen, Bingbing Ni, Jinfan Liu, Xiaoyang Huang, Xuanhong Chen",https://openaccess.thecvf.com/content/CVPR2024/papers/Chen_Towards_High-fidelity_Artistic_Image_Vectorization_via_Texture-Encapsulated_Shape_Parameterization_CVPR_2024_paper.pdf,,
On Exact Inversion of DPM-Solvers,"Seongmin Hong, Kyeonghyun Lee, Suh Yoon Jeon, Hyewon Bae, Se Young Chun",https://openaccess.thecvf.com/content/CVPR2024/papers/Hong_On_Exact_Inversion_of_DPM-Solvers_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Hong_On_Exact_Inversion_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2311.18387
EfficientSAM: Leveraged Masked Image Pretraining for Efficient Segment Anything,"Yunyang Xiong, Bala Varadarajan, Lemeng Wu, Xiaoyu Xiang, Fanyi Xiao, Chenchen Zhu, Xiaoliang Dai, Dilin Wang, Fei Sun, Forrest Iandola, Raghuraman Krishnamoorthi, Vikas Chandra",https://openaccess.thecvf.com/content/CVPR2024/papers/Xiong_EfficientSAM_Leveraged_Masked_Image_Pretraining_for_Efficient_Segment_Anything_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Xiong_EfficientSAM_Leveraged_Masked_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2312.00863
ChatScene: Knowledge-Enabled Safety-Critical Scenario Generation for Autonomous Vehicles,"Jiawei Zhang, Chejian Xu, Bo Li",https://openaccess.thecvf.com/content/CVPR2024/papers/Zhang_ChatScene_Knowledge-Enabled_Safety-Critical_Scenario_Generation_for_Autonomous_Vehicles_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Zhang_ChatScene_Knowledge-Enabled_Safety-Critical_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2405.14062
CAMEL: CAusal Motion Enhancement Tailored for Lifting Text-driven Video Editing,"Guiwei Zhang, Tianyu Zhang, Guanglin Niu, Zichang Tan, Yalong Bai, Qing Yang",https://openaccess.thecvf.com/content/CVPR2024/papers/Zhang_CAMEL_CAusal_Motion_Enhancement_Tailored_for_Lifting_Text-driven_Video_Editing_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Zhang_CAMEL_CAusal_Motion_CVPR_2024_supplemental.pdf,
Teeth-SEG: An Efficient Instance Segmentation Framework for Orthodontic Treatment based on Multi-Scale Aggregation and Anthropic Prior Knowledge,"Bo Zou, Shaofeng Wang, Hao Liu, Gaoyue Sun, Yajie Wang, FeiFei Zuo, Chengbin Quan, Youjian Zhao",https://openaccess.thecvf.com/content/CVPR2024/papers/Zou_Teeth-SEG_An_Efficient_Instance_Segmentation_Framework_for_Orthodontic_Treatment_based_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Zou_Teeth-SEG_An_Efficient_CVPR_2024_supplemental.pdf,
FocSAM: Delving Deeply into Focused Objects in Segmenting Anything,"You Huang, Zongyu Lan, Liujuan Cao, Xianming Lin, Shengchuan Zhang, Guannan Jiang, Rongrong Ji",https://openaccess.thecvf.com/content/CVPR2024/papers/Huang_FocSAM_Delving_Deeply_into_Focused_Objects_in_Segmenting_Anything_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Huang_FocSAM_Delving_Deeply_CVPR_2024_supplemental.zip,http://arxiv.org/abs/2405.18706
DMR: Decomposed Multi-Modality Representations for Frames and Events Fusion in Visual Reinforcement Learning,"Haoran Xu, Peixi Peng, Guang Tan, Yuan Li, Xinhai Xu, Yonghong Tian",https://openaccess.thecvf.com/content/CVPR2024/papers/Xu_DMR_Decomposed_Multi-Modality_Representations_for_Frames_and_Events_Fusion_in_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Xu_DMR_Decomposed_Multi-Modality_CVPR_2024_supplemental.pdf,
DiffuseMix: Label-Preserving Data Augmentation with Diffusion Models,"Khawar Islam, Muhammad Zaigham Zaheer, Arif Mahmood, Karthik Nandakumar",https://openaccess.thecvf.com/content/CVPR2024/papers/Islam_DiffuseMix_Label-Preserving_Data_Augmentation_with_Diffusion_Models_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Islam_DiffuseMix_Label-Preserving_Data_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2405.14881
PRDP: Proximal Reward Difference Prediction for Large-Scale Reward Finetuning of Diffusion Models,"Fei Deng, Qifei Wang, Wei Wei, Tingbo Hou, Matthias Grundmann",https://openaccess.thecvf.com/content/CVPR2024/papers/Deng_PRDP_Proximal_Reward_Difference_Prediction_for_Large-Scale_Reward_Finetuning_of_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Deng_PRDP_Proximal_Reward_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2402.08714
FREE: Faster and Better Data-Free Meta-Learning,"Yongxian Wei, Zixuan Hu, Zhenyi Wang, Li Shen, Chun Yuan, Dacheng Tao",https://openaccess.thecvf.com/content/CVPR2024/papers/Wei_FREE_Faster_and_Better_Data-Free_Meta-Learning_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Wei_FREE_Faster_and_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2405.00984
Bayesian Diffusion Models for 3D Shape Reconstruction,"Haiyang Xu, Yu Lei, Zeyuan Chen, Xiang Zhang, Yue Zhao, Yilin Wang, Zhuowen Tu",https://openaccess.thecvf.com/content/CVPR2024/papers/Xu_Bayesian_Diffusion_Models_for_3D_Shape_Reconstruction_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Xu_Bayesian_Diffusion_Models_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2403.06973
Task-Customized Mixture of Adapters for General Image Fusion,"Pengfei Zhu, Yang Sun, Bing Cao, Qinghua Hu",https://openaccess.thecvf.com/content/CVPR2024/papers/Zhu_Task-Customized_Mixture_of_Adapters_for_General_Image_Fusion_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Zhu_Task-Customized_Mixture_of_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2403.12494
Bi-SSC: Geometric-Semantic Bidirectional Fusion for Camera-based 3D Semantic Scene Completion,"Yujie Xue, Ruihui Li, Fan Wu, Zhuo Tang, Kenli Li, Mingxing Duan",https://openaccess.thecvf.com/content/CVPR2024/papers/Xue_Bi-SSC_Geometric-Semantic_Bidirectional_Fusion_for_Camera-based_3D_Semantic_Scene_Completion_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Xue_Bi-SSC_Geometric-Semantic_Bidirectional_CVPR_2024_supplemental.pdf,
CrossKD: Cross-Head Knowledge Distillation for Object Detection,"Jiabao Wang, Yuming Chen, Zhaohui Zheng, Xiang Li, Ming-Ming Cheng, Qibin Hou",https://openaccess.thecvf.com/content/CVPR2024/papers/Wang_CrossKD_Cross-Head_Knowledge_Distillation_for_Object_Detection_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Wang_CrossKD_Cross-Head_Knowledge_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2306.11369
Bi-level Learning of Task-Specific Decoders for Joint Registration and One-Shot Medical Image Segmentation,"Xin Fan, Xiaolin Wang, Jiaxin Gao, Jia Wang, Zhongxuan Luo, Risheng Liu",https://openaccess.thecvf.com/content/CVPR2024/papers/Fan_Bi-level_Learning_of_Task-Specific_Decoders_for_Joint_Registration_and_One-Shot_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Fan_Bi-level_Learning_of_CVPR_2024_supplemental.pdf,
Parameter Efficient Self-Supervised Geospatial Domain Adaptation,"Linus Scheibenreif, Michael Mommert, Damian Borth",https://openaccess.thecvf.com/content/CVPR2024/papers/Scheibenreif_Parameter_Efficient_Self-Supervised_Geospatial_Domain_Adaptation_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Scheibenreif_Parameter_Efficient_Self-Supervised_CVPR_2024_supplemental.pdf,
Defense without Forgetting: Continual Adversarial Defense with Anisotropic & Isotropic Pseudo Replay,"Yuhang Zhou, Zhongyun Hua",https://openaccess.thecvf.com/content/CVPR2024/papers/Zhou_Defense_without_Forgetting_Continual_Adversarial_Defense_with_Anisotropic__Isotropic_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Zhou_Defense_without_Forgetting_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2404.01828
EscherNet: A Generative Model for Scalable View Synthesis,"Xin Kong, Shikun Liu, Xiaoyang Lyu, Marwan Taher, Xiaojuan Qi, Andrew J. Davison",https://openaccess.thecvf.com/content/CVPR2024/papers/Kong_EscherNet_A_Generative_Model_for_Scalable_View_Synthesis_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Kong_EscherNet_A_Generative_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2402.03908
MeaCap: Memory-Augmented Zero-shot Image Captioning,"Zequn Zeng, Yan Xie, Hao Zhang, Chiyu Chen, Bo Chen, Zhengjue Wang",https://openaccess.thecvf.com/content/CVPR2024/papers/Zeng_MeaCap_Memory-Augmented_Zero-shot_Image_Captioning_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Zeng_MeaCap_Memory-Augmented_Zero-shot_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2403.03715
Artist-Friendly Relightable and Animatable Neural Heads,"Yingyan Xu, Prashanth Chandran, Sebastian Weiss, Markus Gross, Gaspard Zoss, Derek Bradley",https://openaccess.thecvf.com/content/CVPR2024/papers/Xu_Artist-Friendly_Relightable_and_Animatable_Neural_Heads_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Xu_Artist-Friendly_Relightable_and_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2312.03420
Elite360D: Towards Efficient 360 Depth Estimation via Semantic- and Distance-Aware Bi-Projection Fusion,"Hao Ai, Lin Wang",https://openaccess.thecvf.com/content/CVPR2024/papers/Ai_Elite360D_Towards_Efficient_360_Depth_Estimation_via_Semantic-_and_Distance-Aware_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Ai_Elite360D_Towards_Efficient_CVPR_2024_supplemental.pdf,
From Feature to Gaze: A Generalizable Replacement of Linear Layer for Gaze Estimation,"Yiwei Bao, Feng Lu",https://openaccess.thecvf.com/content/CVPR2024/papers/Bao_From_Feature_to_Gaze_A_Generalizable_Replacement_of_Linear_Layer_CVPR_2024_paper.pdf,,
Curriculum Point Prompting for Weakly-Supervised Referring Image Segmentation,"Qiyuan Dai, Sibei Yang",https://openaccess.thecvf.com/content/CVPR2024/papers/Dai_Curriculum_Point_Prompting_for_Weakly-Supervised_Referring_Image_Segmentation_CVPR_2024_paper.pdf,,http://arxiv.org/abs/2404.11998
EventDance: Unsupervised Source-free Cross-modal Adaptation for Event-based Object Recognition,"Xu Zheng, Lin Wang",https://openaccess.thecvf.com/content/CVPR2024/papers/Zheng_EventDance_Unsupervised_Source-free_Cross-modal_Adaptation_for_Event-based_Object_Recognition_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Zheng_EventDance_Unsupervised_Source-free_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2403.14082
CycleINR: Cycle Implicit Neural Representation for Arbitrary-Scale Volumetric Super-Resolution of Medical Data,"Wei Fang, Yuxing Tang, Heng Guo, Mingze Yuan, Tony C. W. Mok, Ke Yan, Jiawen Yao, Xin Chen, Zaiyi Liu, Le Lu, Ling Zhang, Minfeng Xu",https://openaccess.thecvf.com/content/CVPR2024/papers/Fang_CycleINR_Cycle_Implicit_Neural_Representation_for_Arbitrary-Scale_Volumetric_Super-Resolution_of_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Fang_CycleINR_Cycle_Implicit_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2404.04878
Boosting Image Restoration via Priors from Pre-trained Models,"Xiaogang Xu, Shu Kong, Tao Hu, Zhe Liu, Hujun Bao",https://openaccess.thecvf.com/content/CVPR2024/papers/Xu_Boosting_Image_Restoration_via_Priors_from_Pre-trained_Models_CVPR_2024_paper.pdf,,http://arxiv.org/abs/2403.06793
VRetouchEr: Learning Cross-frame Feature Interdependence with Imperfection Flow for Face Retouching in Videos,"Wen Xue, Le Jiang, Lianxin Xie, Si Wu, Yong Xu, Hau San Wong",https://openaccess.thecvf.com/content/CVPR2024/papers/Xue_VRetouchEr_Learning_Cross-frame_Feature_Interdependence_with_Imperfection_Flow_for_Face_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Xue_VRetouchEr_Learning_Cross-frame_CVPR_2024_supplemental.pdf,
Transferable Structural Sparse Adversarial Attack Via Exact Group Sparsity Training,"Di Ming, Peng Ren, Yunlong Wang, Xin Feng",https://openaccess.thecvf.com/content/CVPR2024/papers/Ming_Transferable_Structural_Sparse_Adversarial_Attack_Via_Exact_Group_Sparsity_Training_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Ming_Transferable_Structural_Sparse_CVPR_2024_supplemental.pdf,
Holistic Autonomous Driving Understanding by Bird's-Eye-View Injected Multi-Modal Large Models,"Xinpeng Ding, Jianhua Han, Hang Xu, Xiaodan Liang, Wei Zhang, Xiaomeng Li",https://openaccess.thecvf.com/content/CVPR2024/papers/Ding_Holistic_Autonomous_Driving_Understanding_by_Birds-Eye-View_Injected_Multi-Modal_Large_Models_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Ding_Holistic_Autonomous_Driving_CVPR_2024_supplemental.pdf,
Arbitrary-Scale Image Generation and Upsampling using Latent Diffusion Model and Implicit Neural Decoder,"Jinseok Kim, Tae-Kyun Kim",https://openaccess.thecvf.com/content/CVPR2024/papers/Kim_Arbitrary-Scale_Image_Generation_and_Upsampling_using_Latent_Diffusion_Model_and_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Kim_Arbitrary-Scale_Image_Generation_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2403.10255
Unsupervised Occupancy Learning from Sparse Point Cloud,"Amine Ouasfi, Adnane Boukhayma",https://openaccess.thecvf.com/content/CVPR2024/papers/Ouasfi_Unsupervised_Occupancy_Learning_from_Sparse_Point_Cloud_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Ouasfi_Unsupervised_Occupancy_Learning_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2404.02759
Extreme Point Supervised Instance Segmentation,"Hyeonjun Lee, Sehyun Hwang, Suha Kwak",https://openaccess.thecvf.com/content/CVPR2024/papers/Lee_Extreme_Point_Supervised_Instance_Segmentation_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Lee_Extreme_Point_Supervised_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2405.20729
3DInAction: Understanding Human Actions in 3D Point Clouds,"Yizhak Ben-Shabat, Oren Shrout, Stephen Gould",https://openaccess.thecvf.com/content/CVPR2024/papers/Ben-Shabat_3DInAction_Understanding_Human_Actions_in_3D_Point_Clouds_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Ben-Shabat_3DInAction_Understanding_Human_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2303.06346
Cache Me if You Can: Accelerating Diffusion Models through Block Caching,"Felix Wimbauer, Bichen Wu, Edgar Schoenfeld, Xiaoliang Dai, Ji Hou, Zijian He, Artsiom Sanakoyeu, Peizhao Zhang, Sam Tsai, Jonas Kohler, Christian Rupprecht, Daniel Cremers, Peter Vajda, Jialiang Wang",https://openaccess.thecvf.com/content/CVPR2024/papers/Wimbauer_Cache_Me_if_You_Can_Accelerating_Diffusion_Models_through_Block_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Wimbauer_Cache_Me_if_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2312.03209
MedM2G: Unifying Medical Multi-Modal Generation via Cross-Guided Diffusion with Visual Invariant,"Chenlu Zhan, Yu Lin, Gaoang Wang, Hongwei Wang, Jian Wu",https://openaccess.thecvf.com/content/CVPR2024/papers/Zhan_MedM2G_Unifying_Medical_Multi-Modal_Generation_via_Cross-Guided_Diffusion_with_Visual_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Zhan_MedM2G_Unifying_Medical_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2403.04290
SDDGR: Stable Diffusion-based Deep Generative Replay for Class Incremental Object Detection,"Junsu Kim, Hoseong Cho, Jihyeon Kim, Yihalem Yimolal Tiruneh, Seungryul Baek",https://openaccess.thecvf.com/content/CVPR2024/papers/Kim_SDDGR_Stable_Diffusion-based_Deep_Generative_Replay_for_Class_Incremental_Object_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Kim_SDDGR_Stable_Diffusion-based_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2402.17323
Neural Parametric Gaussians for Monocular Non-Rigid Object Reconstruction,"Devikalyan Das, Christopher Wewer, Raza Yunus, Eddy Ilg, Jan Eric Lenssen",https://openaccess.thecvf.com/content/CVPR2024/papers/Das_Neural_Parametric_Gaussians_for_Monocular_Non-Rigid_Object_Reconstruction_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Das_Neural_Parametric_Gaussians_CVPR_2024_supplemental.rar,http://arxiv.org/abs/2312.01196
Physical 3D Adversarial Attacks against Monocular Depth Estimation in Autonomous Driving,"Junhao Zheng, Chenhao Lin, Jiahao Sun, Zhengyu Zhao, Qian Li, Chao Shen",https://openaccess.thecvf.com/content/CVPR2024/papers/Zheng_Physical_3D_Adversarial_Attacks_against_Monocular_Depth_Estimation_in_Autonomous_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Zheng_Physical_3D_Adversarial_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2403.17301
Adaptive Random Feature Regularization on Fine-tuning Deep Neural Networks,"Shin'ya Yamaguchi, Sekitoshi Kanai, Kazuki Adachi, Daiki Chijiwa",https://openaccess.thecvf.com/content/CVPR2024/papers/Yamaguchi_Adaptive_Random_Feature_Regularization_on_Fine-tuning_Deep_Neural_Networks_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Yamaguchi_Adaptive_Random_Feature_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2403.10097
